website,domain,school_name,phone,grades,csz,street_address
,,Nyc Geog District #17 - Brooklyn, (718) 221-4372,PK-12,"Brooklyn, NY 11213",1224 Park Place
,,Nyc Geog District #14 - Brooklyn, (718) 302-7600,PK-12,"Brooklyn, NY 11206",215 Heyward Street
,,Nyc Geog District #13 - Brooklyn, (718) 636-3284,PK-12,"Brooklyn, NY 11238",355 Park Place
,,Nyc Geog District #18 - Brooklyn, (718) 566-6008,PK-12,"Brooklyn, NY 11236",1106 East 95th Street
,,Nyc Geog District #11 - Bronx, (718) 519-2620,PK-12,"Bronx, NY 10469",2750 Throop Avenue
,,Nyc Geog District #15 - Brooklyn, (718) 935-4317,PK-12,"Brooklyn, NY 11201",131 Livingston Street
,,Nyc Geog District # 9 - Bronx, (718) 579-7143,PK-12,"Bronx, NY 10456",450 Saint Pauls Place
,,Nyc Geog District #10 - Bronx, (718) 741-5852,PK-12,"Bronx, NY 10458",1 Fordham Plaza
,,Nyc Geog District #12 - Bronx, (718) 328-2310,PK-12,"Bronx, NY 10459",1434 Longfellow Avenue
,,Nyc Geog District # 8 - Bronx, (718) 828-6653,PK-12,"Bronx, NY 10473",601 Stickball Boulevard
,,Nyc Geog District # 7 - Bronx, (718) 742-6500,PK-12,"Bronx, NY 10451",501 Courtlandt Avenue
,,Nyc Geog District # 6 - Manhattan, (212) 521-3757,PK-12,"New York, NY 10033",4360 Broadway
,,Nyc Geog District # 3 - Manhattan, (212) 678-5857,PK-12,"New York, NY 10025",154 West 93rd Street
,,Nyc Geog District # 5 - Manhattan, (212) 769-7500,PK-12,"New York, NY 10027",425 West 123rd Street
,,Nyc Geog District # 2 - Manhattan, (212) 356-3739,PK-12,"New York, NY 10001",333 7th Avenue
,,Nyc Geog District # 4 - Manhattan, (212) 348-2873,PK-12,"New York, NY 10035",319 East 117th Street
,,Nyack Union Free School District, (845) 353-7015,K-12,"Nyack, NY 10960",13A Dickinson Avenue
,,Ny Mills Union Free School District, (315) 768-8129,K-12,"New York Mills, NY 13417",1 Marauder Boulevard
http://schools.nyc.gov/default.htm,schools.nyc.gov,Nyc Chancellor's Office, (212) 374-0200,7-12,"New York, NY 10007",52 Chambers Street
,,Nyc Geog District # 1 - Manhattan, (212) 353-2948,PK-12,"New York, NY 10002",166 Essex Street
,,Norwich City School District, (607) 334-1600,PK-12,"Norwich, NY 13815",89 Midland Drive
,,Norwood-Norfolk Central School District, (315) 353-6631,PK-12,"Norwood, NY 13668",7852 New York 56
,,Northville Central School District, (518) 863-7000,PK-12,"Northville, NY 12134",131 South 3rd Street
,,Northport-East Northport Union Free School District, (631) 262-6604,K-12,"Northport, NY 11768",158 Laurel Avenue
,,North Warren Central School District, (518) 494-3015,PK-12,"Chestertown, NY 12817",6110 New York 8
,,Northeastern Clinton Central School District, (518) 298-8242,K-12,"Champlain, NY 12919",103 New York 276
,,Northern Adirondack Central School District, (518) 594-7060,K-12,"Ellenburg Center, NY 12934",5572 U.S. 11
http://www.webutuckschools.org,webutuckschools.org,Northeast Central School District, (845) 373-4100,PK-12,"Amenia, NY 12501",194 Haight Road
,,North Syracuse Central School District, (315) 218-2151,PK-12,"North Syracuse, NY 13212",5355 West Taft Road
,,North Tonawanda City School District, (716) 807-3500,K-12,"North Tonawanda, NY 14120",176 Walck Road
,,North Shore Central School District, (516) 277-7801,K-12,"Sea Cliff, NY 11579",112 Franklin Avenue
,,North Salem Central School District, (914) 669-5414,K-12,"North Salem, NY 10560",230 June Road
,,North Rose-Wolcott Central School District, (315) 594-3141,PK-12,"Wolcott, NY 14590",11631 Salter-Colvin Rd-Bus Office
,,North Greenbush Comn School District (Williams), (518) 283-6748,K-1,"Rensselaer, NY 12144",476 North Greenbush Road
,,North Colonie Central School District, (518) 785-8591,K-12,"Latham, NY 12110",91 Fiddlers Lane
,,North Merrick Union Free School District, (516) 292-3694,K-6,"North Merrick, NY 11566",1057 Merrick Avenue
,,North Collins Central School District, (716) 337-0101,PK-12,"North Collins, NY 14111",2045 School Street
,,North Bellmore Union Free School District, (516) 992-3000,K-6,"Bellmore, NY 11710",2616 Martin Avenue
,,North Babylon Union Free School District, (631) 620-7011,K-12,"North Babylon, NY 11703",5 Jardine Place
,,Niskayuna Central School District, (518) 377-4666,K-12,"Niskayuna, NY 12309",1239 Van Antwerp Road
,,Niagara Falls City School District, (716) 286-4205,PK-12,"Niagara Falls, NY 14304",630 66th Street
,,Niagara-Wheatfield Central School District, (716) 215-3003,PK-12,"Niagara Falls, NY 14304",6700 Schultz Street
,,Newfield Central School District, (607) 564-9955,PK-12,"Newfield Hamlet, NY 14867",247 Main Street
,,Newcomb Central School District, (518) 582-3341,PK-12,"Newcomb, NY 12852",5535 New York 28N
,,Newfane Central School District, (716) 778-6854,PK-12,"Burt, NY 14028",6048 Godfrey Road
,,Newburgh City School District, (845) 563-3510,PK-12,"Newburgh, NY 12550",124 Grand Street
,,Newark Central School District, (315) 332-3217,PK-12,"Newark, NY 14513",100 East Miller Street
,,Newark Valley Central School District, (607) 642-3221,PK-12,"Newark Valley, NY 13811",79 Whig Street
,,New Suffolk Comn School District, (631) 734-6940,PK-6,"New Suffolk, NY 11956",1295 4th Street
,,New Rochelle City School District, (914) 576-4200,PK-12,"New Rochelle, NY 10801",515 North Avenue
,,New Paltz Central School District, (845) 256-4020,K-12,"New Paltz, NY 12561",196 Main Street
,,New Lebanon Central School District, (518) 794-9016,K-12,"New Lebanon, NY 12125",14665 New York 22
,,New Hyde Park-Garden City Park Union Free School District, (516) 434-2305,K-6,"New Hyde Park, NY 11040",1950 Hillside Avenue
,,New Hartford Central School District, (315) 624-1218,K-12,"New Hartford, NY 13413",33 Oxford Road
,,Naples Central School District, (585) 374-7901,PK-12,"Naples, NY 14512",136 North Main Street
,,Nanuet Union Free School District, (845) 627-9888,K-12,"Nanuet, NY 10954",101 Church Street
,,Mt Sinai Union Free School District, (631) 870-2550,K-12,"Mount Sinai, NY 11766",118 North Country Road
,,Mt Pleasant-Cottage Union Free School District, (914) 769-0456,"1, 3-12","Pleasantville, NY 10570",1075 Broadway
,,Mt Vernon School District, (914) 665-5000,PK-12,"Mount Vernon, NY 10553",165 North Columbus Avenue
,,Mt Morris Central School District, (585) 658-2568,K-12,"Mount Morris, NY 14510",30 Bonadonna Avenue
,,Morrisville-Eaton Central School District, (315) 684-9300,PK-12,"Morrisville, NY 13408",5061 Fearon Road
,,Mount Markham Central School District, (315) 822-2824,PK-12,"West Winfield, NY 13491",500 Fairground Road
,,Morristown Central School District, (315) 375-8814,PK-12,"Ogdensburg, NY 13669",408 Gouverneur Street
,,Mt Pleasant Central School District, (914) 769-5500,K-12,"Thornwood, NY 10594",825 Westlake Drive
,,Morris Central School District, (607) 263-6102,PK-12,"Morris, NY 13808",65 West Main Street
,,Moravia Central School District, (315) 497-2670,PK-12,"Moravia, NY 13118",68 South Main Street
,,Monticello Central School District, (845) 794-7700,K-12,"Monticello, NY 12701",237 Forestburgh Road
,,Moriah Central School District, (518) 546-3301,PK-12,"Port Henry, NY 12974",39 Viking Lane
,,Montauk Union Free School District, (631) 668-2474,PK-8,"Montauk, NY 11954",50 South Dorset Drive
,,Monroe-Woodbury Central School District, (845) 460-6200,K-12,"Central Valley, NY 10917",278 Rt 32-Educ Ctr
,,Mt Pleasant-Blythedale Union Free School District, (914) 347-1800,PK-12,"Valhalla, NY 10595",95 Bradhurst Avenue
,,Minisink Valley Central School District, (845) 355-5115,K-12,"Middletown, NY 10940",2320 U.S. 6
,,Minerva Central School District, (518) 251-2000,PK-12,"Minerva, NY 12857",1466 County Road 29
,,Mineola Union Free School District, (516) 237-2001,PK-12,"Mineola, NY 11501",121 Jackson Avenue
,,Miller Place Union Free School District, (631) 474-2700,K-12,"Miller Place, NY 11764",7 Memorial Drive
,,Milford Central School District, (607) 286-3341,PK-12,"Milford, NY 13807",42 West Main Street
,,Middle Country Central School District, (631) 285-8005,PK-12,"Centereach, NY 11720",8 43rd St-Adm Off
,,Middletown City School District, (845) 326-1158,K-12,"Middletown, NY 10940",223 Wisner Ave Ext
,,Mexico Central School District, (315) 963-8400,PK-12,"Mexico, NY 13114",16 Fravor Road
,,Middleburgh Central School District, (518) 827-3625,PK-12,"Middleburgh, NY 12122",168 Main Street
,,Merrick Union Free School District, (516) 992-7240,K-6,"Merrick, NY 11566",21 Babylon Road
,,Menands Union Free School District, (518) 465-4561,K-8,"Menands, NY 12204",19 Wards Lane
,,Medina Central School District, (585) 798-2700,PK-12,"Medina, NY 14103",1 Mustang Drive
,,Mcgraw Central School District, (607) 836-3636,K-12,"McGraw, NY 13101",10 West Academy Street
,,Millbrook Central School District, (845) 677-4200,K-12,"Millbrook, NY 12545",43 Alden Place
,,Mechanicville City School District, (518) 664-5727,K-12,"Mechanicville, NY 12118",25 Kniskern Avenue
,,Mayfield Central School District, (518) 661-8207,PK-12,"Mayfield, NY 12117",27 School Street
,,Mattituck-Cutchogue Union Free School District, (631) 298-4242,K-12,"Cutchogue, NY 11935",385 Depot Lane
,,Massena Central School District, (315) 764-3700,PK-12,"Massena, NY 13662",84 Nightengale Avenue
,,Massapequa Union Free School District, (516) 308-5000,K-12,"Massapequa, NY 11758",4925 Merrick Road
,,Marlboro Central School District, (845) 236-5802,K-12,"Milton, NY 12547",21 Milton Turnpike
,,Margaretville Central School District, (845) 586-2647,PK-12,"Andes, NY 13731",415 Main Street
,,Marcellus Central School District, (315) 673-6000,K-12,"Marcellus, NY 13108",2 Reed Parkway
,,Marathon Central School District, (607) 849-3117,PK-12,"Marathon, NY 13803",1 East Main Street
,,Manhasset Union Free School District, (516) 267-7705,K-12,"Manhasset, NY 11030",200 Memorial Place
,,Manchester-Shortsville Central School District (Red Jacket), (585) 289-3964,PK-12,"Shortsville, NY 14548",1506 Route 21 South
,,Mamaroneck Union Free School District, (914) 220-3005,PK-12,"Mamaroneck, NY 10543",1000 West Boston Post Road
,,Malverne Union Free School District, (516) 887-6405,K-12,"Malverne, NY 11565",301 Wicks Lane
,,Maine-Endwell Central School District, (607) 754-1400,PK-12,"Endicott, NY 13760",712 Farm to Market Road
,,Mahopac Central School District, (845) 628-3415,K-12,"Mahopac, NY 10541",179 East Lake Boulevard
,,Marion Central School District, (315) 926-2300,PK-12,"Marion, NY 14505",4034 Warner Road
,,Madrid-Waddington Central School District, (315) 322-5746,PK-12,"Madrid, NY 13660",2582 New York 345
,,Madison Central School District, (315) 893-1878,PK-12,"Madison, NY 13402",7303 U.S. 20
,,Malone Central School District, (518) 483-7800,PK-12,"Malone, NY 12953",42 Huskie Lane
,,Lyons Central School District, (315) 946-2200,PK-12,"Lyons, NY 14489",10 Clyde Road
,,Lyndonville Central School District, (585) 765-3101,PK-12,"Lyndonville, NY 14098",25 Housel Avenue
,,Lyme Central School District, (315) 649-2417,PK-12,"Chaumont, NY 13622",11868 Academy Street
http://www.lacs-ny.org/,lacs-ny.org,Lowville Academy & Central School District, (315) 376-9000,PK-12,"Lowville, NY 13367",7668 North State Street
,,Lyncourt Union Free School District, (315) 455-7571,PK-8,"Syracuse, NY 13208",2709 Court Street
,,Longwood Central School District, (631) 345-2172,K-12,"Yaphank, NY 11980",21 Everett Dr
,,Long Lake Central School District, (518) 624-2147,PK-12,"Long Lake, NY 12847",20 School Road
http://www.lvcsd.k12.ny.us,lvcsd.k12.ny.us,Locust Valley Central School District, (516) 674-6310,K-12,"Locust Valley, NY 11560",Horse Hollow Rd
,,Lynbrook Union Free School District, (516) 887-0253,K-12,"Lynbrook, NY 11563",111 Atlantic Avenue
,,Lockport City School District, (716) 478-4835,PK-12,"Lockport, NY 14094",130 Beattie Avenue
,,Livingston Manor Central School District, (845) 439-4400,PK-12,"Livingston Manor, NY 12758",19 School Street
,,Livonia Central School District, (585) 346-4000,PK-12,"Livonia, NY 14487",40 Spring Street
,,Long Beach City School District, (516) 897-2104,PK-12,"Lido Beach, NY 11561",239 Lido Boulevard
,,Little Flower Union Free School District, (631) 929-4300,4-12,"Wading River, NY 11792",2460 North Wading River Road
,,Little Falls City School District, (315) 823-1470,K-12,"Little Falls, NY 13365",15 Petrie Street
,,Liverpool Central School District, (315) 622-7125,K-12,"Liverpool, NY 13090",195 Blackberry Road
,,Lewiston-Porter Central School District, (716) 286-7266,K-12,"Youngstown, NY 14174",4061 Creek Road
,,Lindenhurst Union Free School District, (631) 867-3001,K-12,"Lindenhurst, NY 11757",350 Daniel Street
,,Liberty Central School District, (845) 292-6990,PK-12,"Liberty, NY 12754",115 Buckley Street
,,Lisbon Central School District, (315) 393-4951,PK-12,"Lisbon, NY 13658",6866 County Road 10
,,Letchworth Central School District, (585) 493-5450,PK-12,"Gainesville, NY 14066",5550 School Road
,,Lawrence Union Free School District, (516) 295-7030,PK-12,"Lawrence, NY 11559",195 Broadway
,,Le Roy Central School District, (585) 768-8133,PK-12,"Le Roy, NY 14482",2 Trigon Park
,,Levittown Union Free School District, (516) 434-7020,K-12,"Levittown, NY 11756",150 Abbey Lane
,,Laurens Central School District, (607) 432-2050,K-12,"Laurens, NY 13796",55 Main Street
,,Lansingburgh Central School District, (518) 233-6850,PK-12,"Troy, NY 12182",576 5th Avenue
,,Lansing Central School District, (607) 533-3020,K-12,"Lansing, NY 14882",284 Ridge Road
,,Lancaster Central School District, (716) 686-3201,K-12,"Lancaster, NY 14086",177 Central Avenue
,,Lake Pleasant Central School District, (518) 548-7571,PK-9,"Speculator, NY 12164",120 Elm Lake Road
,,Lakeland Central School District, (914) 245-1700,PK-12,"Shrub Oak, NY 10588",1086 East Main Street
,,Lafayette Central School District, (315) 677-9728,PK-12,"LaFayette, NY 13084",5955 U.S. 20
,,Lake Placid Central School District, (518) 523-2475,K-12,"Lake Placid, NY 12946",50 Cummings Road
,,Lackawanna City School District, (716) 827-6767,PK-12,"Buffalo, NY 14218",245 South Shore Boulevard
,,Lake George Central School District, (518) 668-5456,K-12,"Lake George, NY 12845",381 Canada Street
,,La Fargeville Central School District, (315) 658-2241,PK-12,"La Fargeville, NY 13656",20414 Sunrise Avenue
,,Kiryas Joel Village Union Free School District, (845) 782-2300,K,"Kiryas Joel, NY 10950",48 Bakertown Road
,,Kingston City School District, (845) 943-3003,PK-12,"Kingston, NY 12401",61 Crown Street
,,Katonah-Lewisboro Union Free School District, (914) 763-7003,K-12,"South Salem, NY 10590",1 Shady Lane
,,Kinderhook Central School District, (518) 758-7575,PK-12,"Valatie, NY 12184",2910 Route 9
,,Kendall Central School District, (585) 659-2741,PK-12,"Kendall, NY 14476",1932 Kendall Road
,,Keene Central School District, (518) 576-4555,K-12,"Keene Valley, NY 12943",33 Market Street
,,Kings Park Central School District, (631) 269-3310,K-12,"Kings Park, NY 11754",180 Lawrence Road
,,Jordan-Elbridge Central School District, (315) 689-8500,PK-12,"Jordan, NY 13080",9 North Chappell Street
,,Johnstown City School District, (518) 762-4611,PK-12,"Johnstown, NY 12095",1 sir bills Circle
,,Kenmore-Tonawanda Union Free School District, (716) 874-8400,K-12,"Tonawanda, NY 14223",1500 Colvin Boulevard
,,Johnson City Central School District, (607) 763-1230,K-12,"Johnson City, NY 13790",666 Reynolds Road
,,Johnsburg Central School District, (518) 251-2814,PK-12,"North Creek, NY 12853",165 Main Street
,,John W Lavelle Preparatory Charter School, (718) 697-4250,6-12,"Staten Island, NY 10311",1 Corporate Commons1 Teleport
,,Jericho Union Free School District, (516) 203-3600,K-12,"Jericho, NY 11753",99 Cedar Swamp Road
,,Jefferson Central School District, (607) 652-7821,PK-12,"New York, NY 10014",1332 10th Avenue
,,Jamestown City School District, (716) 483-4420,PK-12,"Jamestown, NY 14701",197 Martin Road
,,Ithaca City School District, (607) 274-2101,PK-12,"Ithaca, NY 14850",400 Lake Street
,,Jasper-Troupsburg Central School District, (607) 792-3675,K-12,"Jasper, NY 14855",3769 New York 417
,,Islip Union Free School District, (631) 650-8210,K-12,"Islip, NY 11751",215 Main Street
,,Jamesville-Dewitt Central School District, (315) 445-8304,K-12,"Fayetteville, NY 13066",6845 Edinger Drive
,,Irvington Union Free School District, (914) 591-8501,K-12,"Irvington, NY 10533",40 North Broadway
,,Island Trees Union Free School District, (516) 520-2100,K-12,"Levittown, NY 11756",74 Farmedge Road
,,Island Park Union Free School District, (516) 434-2600,PK-8,"Island Park, NY 11558",150 Trafalgar Boulevard
http://www.iroquoiscsd.org,iroquoiscsd.org,Iroquois Central School District, (716) 652-3000,K-12,"Elma, NY 14059",2111 Girdle Road
,,Hyde Park Central School District, (845) 229-4005,K-12,"Hyde Park, NY 12538",11 Boice Road
,,Inlet Comn School District, (315) 357-3305,"PK, 1-6","Inlet, NY 13360",220 New York 28
,,Huntington Union Free School District, (631) 673-2038,K-12,"Huntington Station, NY 11746",50 Tower Street
,,Hunter-Tannersville Central School District, (518) 589-5400,PK-12,"Tannersville, NY 12485",6094 Main Street
,,Hudson Falls Central School District, (518) 747-2121,PK-12,"Fort Edward, NY 12828",1153 Burgoyne Avenue
,,Hudson City School District, (518) 828-4360,PK-12,"Hudson, NY 12534",215 Harry Howard Avenue
,,Hornell City School District, (607) 324-1302,K-12,"Hornell, NY 14843",25 Pearl Street
,,Hoosick Falls Central School District, (518) 686-7012,PK-12,"Hoosick Falls, NY 12090",21187 New York 22
,,Hoosic Valley Central School District, (518) 753-4450,K-12,"Schaghticoke, NY 12154",2 Pleasant Avenue
,,Honeoye Falls-Lima Central School District, (585) 624-7010,K-12,"Honeoye Falls, NY 14472",20 Church Street
,,Indian River Central School District, (315) 642-3441,K-12,"Philadelphia, NY 13673",32735 County Road 29
,,Honeoye Central School District, (585) 229-4125,K-12,"Honeoye, NY 14471",8528 Main Street
,,Indian Lake Central School District, (518) 648-5024,PK-12,"Indian Lake, NY 12842",6345 Nys Rt 30
,,Horseheads Central School District, (607) 739-5601,PK-12,"Horseheads, NY 14845",1 Raider Ln
,,Homer Central School District, (607) 749-7241,K-12,"Homer, NY 13077",80 South West Street
,,Holley Central School District, (585) 638-6316,PK-12,"Holley, NY 14470",3800 North Main Street Road
,,Holland Patent Central School District, (315) 865-7221,PK-12,"Holland Patent, NY 13354",9601 Main Street
,,Holland Central School District, (716) 537-8222,PK-12,"Holland, NY 14080",103 Canada Street
,,Hinschool Districtale Central School District, (716) 557-2227,PK-12,"Hinschool Districtale, NY 14743",3701 Main St
,,Highland Falls Central School District, (845) 446-9575,K-12,"Highland Falls, NY 10928",21 Morgan Road
,,Hicksville Union Free School District, (516) 733-2105,K-12,"Hicksville, NY 11801",200 Division Ave-Adm
,,Herricks Union Free School District, (516) 305-8901,K-12,"New Hyde Park, NY 11040",999 Herricks Road
,,Heuvelton Central School District, (315) 344-2414,PK-12,"Heuvelton, NY 13654",87 Washington Street
,,Hermon-Dekalb Central School District, (315) 347-3442,PK-12,"De Kalb Junction, NY 13630",709 Old Canton Road
,,Herkimer Central School District, (315) 866-2230,PK-12,"Herkimer, NY 13350",801 West German Street
,,Hewlett-Woodmere Union Free School District, (516) 792-4800,PK-12,"Woodmere, NY 11598",1 Johnson Place
,,Hilton Central School District, (585) 392-1000,PK-12,"Hilton, NY 14468",225 West Avenue
,,Highland Central School District, (845) 691-1014,K-12,"Highland, NY 12528",320 Pancake Hollow Road
,,Hendrick Hudson Central School District, (914) 257-5100,K-12,"Montrose, NY 10548",61 Trolley Road
,,Haverstraw-Stony Point Central School District (North Rockland), (845) 942-3002,K-12,"West Haverstraw, NY 10923",65 Chapel Street
,,Hawthorne-Cedar Knolls Union Free School District, (914) 749-2903,2-12,"Hawthorne, NY 10532",226 Linda Avenue
,,Hempstead Union Free School District, (516) 434-4010,PK-12,"Hempstead, NY 11550",185 Peninsula Boulevard
,,Hauppauge Union Free School District, (631) 761-8208,K-12,"Hauppauge, NY 11788",495 Hoffman Lane
,,Hastings-On-Hudson Union Free School District, (914) 478-6205,K-12,"Hastings-on-Hudson, NY 10706",27 Farragut Avenue
,,Harrison Central School District, (914) 630-3021,K-12,"Harrison, NY 10528",50 Union Avenue
,,Harpursville Central School District, (607) 693-8112,PK-12,"Harpursville, NY 13787",54 Main Street
,,Harborfields Central School District, (631) 754-5320,K-12,"Greenlawn, NY 11740",2 Oldfield Road
,,Hannibal Central School District, (315) 564-7900,PK-12,"Hannibal, NY 13074",928 Cayuga Street
,,Hancock Central School District, (607) 637-1301,PK-12,"Hancock, NY 13783",67 Education Ln
,,Hartford Central School District, (518) 632-5931,PK-12,"Hartford, NY 12838",4704 New York 149
,,Harrisville Central School District, (315) 543-2707,PK-12,"Harrisville, NY 13648",14371 Pirate Road
,,Hampton Bays Union Free School District, (631) 723-2100,PK-12,"Hampton Bays, NY 11946",86 Argonne Road East
,,Hammondsport Central School District, (607) 569-5200,PK-12,"Hammondsport, NY 14840",8272 Main Street
http://hammond.sllboces.org/,hammond.sllboces.org,Hammond Central School District, (315) 324-5931,PK-12,"Hammond, NY 13646",51 South Main Street
,,Hamilton Central School District, (315) 824-6310,PK-12,"Hamilton, NY 13346",47 West Kendrick Avenue
,,Hamburg Central School District, (716) 646-3200,PK-12,"Hamburg, NY 14075",5305 Abbott Road
,,Half Hollow Hills Central School District, (631) 592-3008,K-12,"Dix Hills, NY 11746",525 Half Hollow Road
,,Hadley-Luzerne Central School District, (518) 696-2378,3-12,"Lake Luzerne-Hadley, NY 12846",27 Hyland Drive
,,Groton Central School District, (607) 898-5301,PK-12,"Groton, NY 13073",400 Peru Road
,,Haldane Central School District, (845) 265-9254,K-12,"Cold Spring, NY 10516",15 Craigside Drive
,,Greenwich Central School District, (518) 692-9542,K-12,"Greenwich, NY 12834",10 Gray Avenue
,,Greenville Central School District, (518) 966-5070,K-12,"Greenville, NY 12083",4982 New York 81
,,Greenwood Lake Union Free School District, (845) 782-8678,K-8,"Monroe, NY 10950",1247 Lakes Road
,,Guilderland Central School District, (518) 456-6200,K-12,"Altamont, NY 12009",8 School Road
,,Greenport Union Free School District, (631) 477-1950,PK-12,"Greenport, NY 11944",720 Front Street
,,Greene Central School District, (607) 656-4161,PK-12,"Greene, NY 13778",40 South Canal Street
,,Greenburgh-Graham Union Free School District, (914) 478-1106,2-12,"Hastings-on-Hudson, NY 10706",1 South Broadway
,,Green Island Union Free School District, (518) 273-1422,PK-12,"Green Island, NY 12183",171 Hudson Avenue
,,Greenburgh Central School District, (914) 761-6000,PK-12,"Hartschool Districtale, NY 10530",475 W Hartschool Districtale Ave-Admin Bldg
,,Greece Central School District, (585) 966-2321,PK-12,"Rochester, NY 14615",750 Maiden Lane
,,Greenburgh-North Castle Union Free School District, (914) 693-4309,"4, 7-12","Dobbs Ferry, NY 10522",71 Broadway
,,Greenburgh Eleven Union Free School District, (914) 693-8500,2-12,"Dobbs Ferry, NY 10522",On The Campus Of Children's Vi
,,Great Neck Union Free School District, (516) 441-4001,PK-12,"Great Neck, NY 11020",345 Lakeville Road
,,Granville Central School District, (518) 642-1051,PK-12,"Granville, NY 12832",58 Quaker Street
,,Grand Island Central School District, (716) 773-8801,PK-12,"Grand Island, NY 14072",1100 Ransom Road
,,Goshen Central School District, (845) 615-6720,K-12,"Goshen, NY 10924",227 Main Street
,,Gowanda Central School District, (716) 532-3325,K-12,"Gowanda, NY 14070",10674 Prospect Street
,,Glens Falls Comn School District, (518) 792-3231,K-6,"Glens Falls, NY 12801",120 Lawrence Street
http://www.gouverneurcentralschool.org/,gouverneurcentralschool.org,Gouverneur Central School District, (315) 287-4870,PK-12,"Gouverneur, NY 13642",133 East Barney Street
,,Glen Cove City School District, (516) 801-7010,PK-12,"Glen Cove, NY 11542",150 Dosoris Lane
,,Gloversville City School District, (518) 775-5791,PK-12,"Gloversville, NY 12078",234 Lincoln Street
,,Glens Falls City School District, (518) 792-1212,PK-12,"Glens Falls, NY 12801",15 Quade Street
,,Gorham-Middlesex Central School District (Marcus Whitman), (585) 554-4848,PK-12,"Rushville, NY 14544",4100 Baldwin Road
,,Gilboa-Conesville Central School District, (607) 588-7541,PK-12,"Gilboa, NY 12076",132 Wyckoff Road
,,Germantown Central School District, (518) 537-6280,PK-12,"Germantown, NY 12526",123 Main Street
,,Gilbertsville-Mount Upton Central School District, (607) 783-2207,PK-12,"Gilbertsville, NY 13776",693 New York 51
,,Geneseo Central School District, (585) 243-3450,K-12,"Geneseo, NY 14454",4050 Avon Road
,,Georgetown-South Otselic Central School District, (315) 653-7218,PK-12,"South Otselic, NY 13155",125 County Road 13
,,George Junior Republic Union Free School District, (607) 844-6343,7-12,"Freeville, NY 13068",24 Mcdonald Rd
,,Genesee Valley Central School District, (585) 268-7900,PK-12,"Belmont, NY 14813",1 Jaguar Drive
http://www.genevacsd.org,genevacsd.org,Geneva City School District, (315) 781-0400,PK-12,"Geneva, NY 14456",400 West North Street
,,General Brown Central School District, (315) 779-2300,PK-12,"Dexter, NY 13634",17643 Cemetery Road
,,Garrison Union Free School District, (845) 424-3689,K-8,"Garrison, NY 10524",1100 New York 9D
,,Gates-Chili Central School District, (585) 247-5050,PK-12,"Rochester, NY 14624",3 Spartan Way
,,Garden City Union Free School District, (516) 478-1010,K-12,"Garden City, NY 11530",56 Cathedral Ave
,,Gananda Central School District, (315) 986-3521,K-12,"Walworth, NY 14568",1500 Dayspring Ridge
,,Galway Central School District, (518) 882-1033,K-12,"Galway, NY 12074",5317 Sacandaga Road
,,Fulton City School District, (315) 593-5510,K-12,"Fulton, NY 13069",167 South 4th Street
,,Friendship Central School District, (585) 973-3534,PK-12,"Friendship, NY 14739",46 West Main Street
,,Freeport Union Free School District, (516) 867-5205,K-12,"Freeport, NY 11520",235 North Ocean Avenue
,,Frewsburg Central School District, (716) 569-7041,PK-12,"Frewsburg, NY 14738",26 Institute Street
,,Frontier Central School District, (716) 926-1711,PK-12,"Hamburg, NY 14075",5120 Orchard Avenue
,,Fredonia Central School District, (716) 679-1581,PK-12,"Fredonia, NY 14063",425 East Main Street
,,Franklin Square Union Free School District, (516) 505-6975,PK-6,"Franklin Square, NY 11010",760 Washington Street
,,Franklinville Central School District, (716) 676-8029,PK-12,"Franklinville, NY 14737",31 North Main Street
,,Franklin Central School District, (607) 829-3551,PK-12,"Franklin, NY 13775",26 Institute Street
,,Fort Edward Union Free School District, (518) 747-4594,PK-12,"Fort Edward, NY 12828",220 Broadway
,,Fort Ann Central School District, (518) 639-5594,PK-12,"Fort Ann, NY 12827",1 Catherine Street
,,Fort Plain Central School District, (518) 993-4000,PK-12,"Fort Plain, NY 13339",25 High Street
,,Forestville Central School District, (716) 965-2742,PK-12,"Forestville, NY 14062",12 Water Street
,,Frankfort-Schuyler Central School District, (315) 894-5083,K-12,"Frankfort, NY 13340",605 Palmer Street
,,Floral Park-Bellerose Union Free School District, (516) 434-2725,K-6,"Floral Park, NY 11001",1 Poppy Place
,,Florida Union Free School District, (845) 651-3095,PK-12,"Florida, NY 10921",51 North Main Street
,,Fonda-Fultonville Central School District, (518) 853-4415,PK-12,"Fonda, NY 12068",112 Old Johnstown Road
,,Fishers Island Union Free School District, (631) 788-7444,1-12,"Fishers Island, NY 06390",78 Greenwood Rd #600
,,Fire Island Union Free School District, (631) 583-5626,PK-6,"Bay Shore, NY 11706",99 Maple Avenue
,,Fayetteville-Manlius Central School District, (315) 692-1200,K-12,"Manlius, NY 13104",8199 East Seneca Turnpike
,,Fillmore Central School District, (585) 567-2251,PK-12,"Fillmore, NY 14735",104 West Main Street
,,Fairport Central School District, (585) 421-2004,K-12,"Fairport, NY 14450",38 West Church Street
,,Fallsburg Central School District, (845) 434-6800,PK-12,"Fallsburg, NY 12733",115 Brickman Road
,,Falconer Central School District, (716) 665-6624,PK-12,"Falconer, NY 14733",2 East Avenue
,,Fabius-Pompey Central School District, (315) 683-5301,K-12,"Fabius, NY 13063",1211 Mill Street
