website,domain,school_name,phone,grades,csz,street_address
http://chusd.org,chusd.org,Coalinga-Huron Joint Unified, (559) 935-7500,K-12,"Coalinga, CA 93210-2927",657 Sunset Street
http://www.earlimart.k12.ca.us,earlimart.k12.ca.us,Earlimart Elementary, (661) 849-4241,K-8,"Earlimart, CA 93219-1970",785 East Center Avenue
http://www.durhamunified.org,durhamunified.org,Durham Unified, (530) 895-4675,K-12,"Durham, CA 95938-9426",9420 Putney Drive
http://www.dunsmuirhigh.k12.ca.us,dunsmuirhigh.k12.ca.us,Dunsmuir Joint Union High, (530) 235-4835,9-12,"Dunsmuir, CA 96025-2202",5805 High School Way
http://www.sisnet.ssku.k12.ca.us/~desftp,sisnet.ssku.k12.ca.us,Dunsmuir Elementary School District, (530) 235-4828,PK-8,"Dunsmuir, CA 96025-1902",4760 Siskiyou Avenue
http://www.dunhamsd.org,dunhamsd.org,Dunham Elementary, (707) 795-5050,K-6,"Petaluma, CA 94952-9202",4111 Roblar Road
http://ducorschool.com,ducorschool.com,Ducor Union Elementary, (559) 534-2261,K-8,"Ducor, CA 93218-0249",23761 Avenue 56
http://www.dublinusd.org,dublinusd.org,Dublin Unified School District, (925) 828-2551,K-12,"Dublin, CA 94568-1500",7471 Larkdale Avenue
http://www.duarte.k12.ca.us,duarte.k12.ca.us,Duarte Unified, (626) 599-5000,PK-12,"Duarte, CA 91010-2534",1620 Huntington Drive
http://www.drycreek.k12.ca.us,drycreek.k12.ca.us,Dry Creek Joint Elementary, (916) 770-8800,K-8,"Roseville, CA 95747-9793",9707 Cook Riolo Road
http://www.dusd.net,dusd.net,Downey Unified, (562) 469-6500,K-12,"Downey, CA 90241-7017",11627 Brookshire Avenue
http://www.tcoe.trinity.k12.ca.us/~dc,tcoe.trinity.k12.ca.us,Douglas City Elementary, (530) 623-6350,K-8,"Douglas City, CA 96024-0280",100 School Road
http://www.dpol.net,dpol.net,Dos Palos Oro Loma Joint Unified School District, (209) 392-0200,K-12,"Dos Palos, CA 93620-2303",2041 Almond Street
http://www.dixonusd.org,dixonusd.org,Dixon Unified, (707) 693-6300,K-12,"Dixon, CA 95620-3447","180 South First Street, Suite 6"
http://www.dixieschooldistrict.org,dixieschooldistrict.org,Dixie Elementary, (415) 492-3700,K-8,"San Rafael, CA 94903-3523",380 Nova Albion Way
http://www.dinuba.sharpschool.net,dinuba.sharpschool.net,Dinuba Unified, (559) 595-7200,K-12,"Dinuba, CA 93618-1800",1327 East El Monte Way
http://www.digiorgio.k12.ca.us,digiorgio.k12.ca.us,Di Giorgio Elementary, (661) 854-2604,K-8,"Arvin, CA 93203-9709",19405 Buena Vista Boulevard
http://www.dsusd.us/dsusd/,dsusd.us,Desert Sands Unified, (760) 777-4200,K-12,"La Quinta, CA 92253-4000",47-950 Dune Palms Road
http://dcusd-ca.schoolloop.com/,dcusd-ca.schoolloop.com,Desert Center Unified, (760) 392-4217,K-8,"Desert Center, CA 92239-0006",1434 Kaiser Road
http://www.dusd.k12.ca.us,dusd.k12.ca.us,Denair Unified, (209) 632-7514,K-12,"Denair, CA 95316-9502",3460 Lester Road
,,Delphic Elementary, (530) 842-3653,K-8,"Montague, CA 96064-9234",1420 Delphic Road
http://www.delhi.k12.ca.us,delhi.k12.ca.us,Delhi Unified, (209) 656-2000,K-12,"Delhi, CA 95315-9455",9716 Hinton Avenue
http://www.duesd.org,duesd.org,Delano Union Elementary School District, (661) 721-5000,K-9,"Delano, CA 93215-2416",1405 12th Avenue
http://www.djuhsd.org,djuhsd.org,Delano Joint Union High School District, (661) 725-4000,"K-2, 9-12","Delano, CA 93215-1456",1720 Norwalk Street
http://www.delnorte.k12.ca.us,delnorte.k12.ca.us,Del Norte County Unified School District, (707) 464-0200,K-12,"Crescent City, CA 95531-8340",301 West Washington Boulevard
,,Del Norte County Rop, (707) 464-0274,9-12,"Crescent City, CA 95531",301 West Washington Boulevard
http://www.delnorte.k12.ca.us,delnorte.k12.ca.us,Del Norte County Office Of Education, (707) 464-0200,K-12,"Crescent City, CA 95531-8340",301 West Washington Boulevard
http://www.dmusd.org,dmusd.org,Del Mar Union Elementary, (858) 755-9301,K-6,"San Diego, CA 92130-2657",11232 El Camino Real
http://www.dehesasd.net/,dehesasd.net,Dehesa Elementary, (619) 444-2161,K-12,"El Cajon, CA 92019-2922",4612 Dehesa Road
,,Death Valley Unified, (760) 852-4303,K-12,"Shoshone, CA 92384-0217",Old State Highway 127
http://www.djusd.k12.ca.us/district,djusd.k12.ca.us,Davis Joint Unified School District, (530) 757-5300,K-12 & Ungraded,"Davis, CA 95616-3811",526 B Street
,,Eden Area Rop, (510) 293-2900,10-12,"Hayward, CA 94545",26316 Hesperian Boulevard
http://www.eastside.k12.ca.us,eastside.k12.ca.us,Eastside Union Elementary, (661) 952-1200,K-8,"Lancaster, CA 93535-2815",45006 30th Street East
http://www.esusd.org,esusd.org,Eastern Sierra Unified School District, (760) 932-7443,K-12,"Bridgeport, CA 93517-0575",231 Kingsley Street
http://www.ewcsd.org,ewcsd.org,East Whittier City Elementary School District, (562) 907-5900,PK-8,"Whittier, CA 90605-2130",14535 East Whittier Boulevard
http://www.esuhsd.org,esuhsd.org,East Side Union High, (408) 347-5000,K-12,"San Jose, CA 95133-1316",830 North Capitol Avenue
,,East San Gabriel Valley Rop, (626) 472-5121,9-12,"West Covina, CA 91790",1501 West Del Norte Street
http://www.eastnicolaus.k12.ca.us,eastnicolaus.k12.ca.us,East Nicolaus Joint Union High, (530) 656-2255,9-12,"Nicolaus, CA 95659-9605",2454 Nicolaus Avenue
,,East Bay Regional Occupational Agency (Rop), (510) 337-7093,9-12,"Oakland, CA 94606",1025 2nd Avenue
http://www.cvusd.us,cvusd.us,Coachella Valley Unified School District, (760) 848-1000,K-12,"Thermal, CA 92274-0847",87-225 Church Street
http://www.cusd.com,cusd.com,Clovis Unified School District, (559) 327-9100,K-12,"Clovis, CA 93611-0567",1450 Herndon Avenue
http://www.cusd.org,cusd.org,Cloverdale Unified, (707) 894-1920,K-12,"Cloverdale, CA 95425-3244",97 School Street
http://www.clearcreekschool.org,clearcreekschool.org,Clear Creek Elementary, (530) 273-3664,K-8,"Grass Valley, CA 95949-7636",17700 Mccourtney Road
http://www.clayschool.k12.ca.us,clayschool.k12.ca.us,Clay Joint Elementary, (559) 897-4185,K-8,"Kingsburg, CA 93631-9717",12449 South Smith Avenue
http://www.cusd.claremont.edu,cusd.claremont.edu,Claremont Unified School District, (909) 398-0609,K-12,"Claremont, CA 91711-5285",170 West San Jose Avenue
http://www.tcoe.org/districts/citrussouthtule.shtm,tcoe.org,Citrus South Tule Elementary, (559) 784-6333,K-6,"Porterville, CA 93257",31374 Success Valley Dr
http://www.cinnabar.k12.ca.us,cinnabar.k12.ca.us,Cinnabar Elementary, (707) 765-4345,K-8,"Petaluma, CA 94952-1226",286 Skillman Lane
http://www.sbcoe.k12.ca.us/cienega.html,sbcoe.k12.ca.us,Cienega Union Elementary, (831) 637-3821,K-8,"Hollister, CA 95023-9697",11936 Cienega Road
http://www.cvesd.org,cvesd.org,Chula Vista Elementary School District, (619) 425-9600,PK-12,"Chula Vista, CA 91910-6199",84 East J Street
http://chualarusd.org/,chualarusd.org,Chualar Union, (831) 679-2504,K-8,"Chualar, CA 93925-0188",24285 Lincoln Street
http://www.chowchillahigh.k12.ca.us,chowchillahigh.k12.ca.us,Chowchilla Union High, (559) 665-3662,9-12,"Chowchilla, CA 93610-3199",805 Humboldt Avenue
http://www.chowchillaelem.k12.ca.us,chowchillaelem.k12.ca.us,Chowchilla Elementary, (559) 665-8000,K-8,"Chowchilla, CA 93610-0907",355 North Fifth Street
http://www.chino.k12.ca.us,chino.k12.ca.us,Chino Valley Unified School District, (909) 628-1201,K-12,"Chino, CA 91710-4130",5130 Riverside Drive
http://bhuhsd-ca.schoolloop.com/,bhuhsd-ca.schoolloop.com,Bret Harte Union High, (209) 736-8340,9-12,"Angels Camp, CA 95221",323 South Main Street
http://www.brentwood.k12.ca.us,brentwood.k12.ca.us,Brentwood Union Elementary School District, (925) 513-6300,K-8,"Brentwood, CA 94513-1610",255 Guthrie Lane
http://www.bousd.k12.ca.us,bousd.k12.ca.us,Brea-Olinda Unified, (714) 990-7800,K-12,"Brea, CA 92821-5732",1 Civic Center Circle Level 2
http://www.brawleyhigh.org,brawleyhigh.org,Brawley Union High, (760) 312-5819,9-12,"Brawley, CA 92227-1625",480 North Imperial Avenue
http://www.fuhsd.net,fuhsd.net,Fallbrook Union High, (760) 723-6332,9-12,"Fallbrook, CA 92028-4426",2234 South Stage Coach Lane
http://www.fuesd.k12.ca.us,fuesd.k12.ca.us,Fallbrook Union Elementary School District, (760) 731-5400,K-8,"Fallbrook, CA 92028-2108",321 North Iowa Street
http://www.frjusd.org,frjusd.org,Fall River Joint Unified, (530) 335-4538,K-12,"Burney, CA 96013-4054",20375 Tamarack Avenue
http://www.fsusd.org,fsusd.org,Fairfield-Suisun Unified School District, (707) 399-5000,PK-12,"Fairfield, CA 94534-1072",2490 Hilborn Road
http://www.fairfax.k12.ca.us,fairfax.k12.ca.us,Fairfax Elementary, (661) 366-7221,K-8,"Bakersfield, CA 93307-3151",1500 South Fairfax Road
http://www.exeter.k12.ca.us/,exeter.k12.ca.us,Exeter Union High School District, (559) 592-9421,9-12,"Exeter, CA 93221",134 South East St
http://www.exeter.k12.ca.us/,exeter.k12.ca.us,Exeter Union Elementary School District, (559) 592-9421,K-8,"Exeter, CA 93221",134 South East St
,,Exeter Unified School District, (559) 592-9421,K-12,"Exeter, CA 93221",215 North Crespi Avenue
http://www.evergreenusd.org,evergreenusd.org,Evergreen Union, (530) 347-3411,K-12,"Cottonwood, CA 96022-9649",19500 Learning Way
http://www.eesd.org,eesd.org,Evergreen Elementary, (408) 270-6800,K-8,"San Jose, CA 95148-3022",3188 Quimby Road
http://www.eureka-usd.k12.ca.us,eureka-usd.k12.ca.us,Eureka Union, (916) 791-4939,PK-8,"Granite Bay, CA 95746-8808",5455 Eureka Road
http://www.eurekacityschools.org,eurekacityschools.org,Eureka City Schools, (707) 441-2414,K-12,"Eureka, CA 95501-3055",2100 J Street
http://www.etiwanda.k12.ca.us,etiwanda.k12.ca.us,Etiwanda Elementary, (909) 899-2451,K-8,"Etiwanda, CA 91739-2218",6061 East Avenue
http://www.espartok12.org,espartok12.org,Esparto Unified, (530) 787-3446,K-12,"Esparto, CA 95627-0069",26675 Plainfield Street
http://www.eusd.org,eusd.org,Escondido Union School District, (760) 432-2400,K-8,"Escondido, CA 92029-1935",2310 Aldergrove Avenue
http://www.euhsd.org,euhsd.org,Escondido Union High, (760) 291-3200,9-12,"Escondido, CA 92027-2741",302 North Midway Drive
http://www.escalonusd.org,escalonusd.org,Escalon Unified School District, (209) 838-3591,K-12,"Escalon, CA 95320-1753",1520 Yosemite Avenue
http://www.humboldt.k12.ca.us/freshwater_sd,humboldt.k12.ca.us,Freshwater Elementary, (707) 442-2969,K-8,"Eureka, CA 95503-9569",75 Greenwood Heights Drive
http://fgws-fgws-ca.schoolloop.com,fgws-fgws-ca.schoolloop.com,French Gulch-Whiskeytown Elementary, (530) 359-2151,K-8,"French Gulch, CA 96033-0368",11442 Cline Gulch Road
http://www.fuhsd.org,fuhsd.org,Fremont Union High School District, (408) 522-2200,9-12,"Sunnyvale, CA 94087-2556",589 West Fremont Avenue
http://www.fremont.k12.ca.us,fremont.k12.ca.us,Fremont Unified, (510) 657-2350,PK-12,"Fremont, CA 94538-6337",4210 Technology Drive
http://www.fmsd.org,fmsd.org,Franklin-Mckinley Elementary School District, (408) 283-6006,K-8,"San Jose, CA 95112-2617",645 Wool Creek Drive
http://www.franklin.k12.ca.us,franklin.k12.ca.us,Franklin Elementary, (530) 822-5151,K-8,"Yuba City, CA 95993-9629",332 North Township Road
http://www.fowlerusd.org,fowlerusd.org,Fowler Unified, (559) 834-6080,K-12,"Fowler, CA 93625-2111",658 East Adams Avenue
http://www.fvsd.us,fvsd.us,Fountain Valley Elementary School District, (714) 843-3200,PK-8,"Fountain Valley, CA 92708-3405",10055 Slater Avenue
,,Forty-Niner Rop, (530) 889-5940,10-12,"Auburn, CA 95603",360 Nevada Street
http://www.fuhsdistrict.org,fuhsdistrict.org,Fortuna Union High, (707) 725-4461,9-12,"Fortuna, CA 95540-2398",379 12th Street
http://www.humboldt.k12.ca.us/fortuna_un,humboldt.k12.ca.us,Fortuna Union Elementary School District, (707) 725-2293,K-8,"Fortuna, CA 95540",843 L St
http://www.humboldt.k12.ca.us/fortuna_sd/,humboldt.k12.ca.us,Fortuna Elementary, (707) 725-2293,K-8,"Fortuna, CA 95540",500 9th Street
,,Fort Sage Unified, (530) 827-2129,K-12,"Herlong, CA 96113-0035",100 Ds Hall Street
http://www.fortrossschool.org,fortrossschool.org,Fort Ross Elementary, (707) 847-3390,K-8,"Cazadero, CA 95421-9636",30600 Seaview Road
http://www.fbusd.us,fbusd.us,Fort Bragg Unified School District, (707) 961-2850,PK-12,"Fort Bragg, CA 95437-4416",312 South Lincoln Street
http://www.sisnet.ssku.k12.ca.us/~forksftp,sisnet.ssku.k12.ca.us,Forks Of Salmon Elementary, (530) 462-4762,K-8,"Forks Of Salmon, CA 96031-9703",15616 Salmon River Road
http://www.forestvilleusd.org,forestvilleusd.org,Forestville Union Elementary, (707) 887-9767,K-8,"Forestville, CA 95436-9699",6321 Highway 116
http://www.fusd.org,fusd.org,Foresthill Union Elementary School District, (530) 367-2966,K-8,"Foresthill, CA 95631-9705",22888 Foresthill Road
http://www.fusd.net,fusd.net,Fontana Unified, (909) 357-5600,K-12,"Fontana, CA 92335-5571",9680 Citrus Avenue
http://www.fcusd.org,fcusd.org,Folsom-Cordova Unified School District, (916) 294-9025,PK-12,"Rancho Cordova, CA 95742-6407",1965 Birkmont Drive
http://www.flournoyschool.org,flournoyschool.org,Flournoy Union Elementary, (530) 833-5331,K-8,"Flournoy, CA 96029-2260",15850 Paskenta Road
http://www.fldusd.org,fldusd.org,Firebaugh-Las Deltas Joint Unified School District, (559) 659-1476,K-12,"Firebaugh, CA 93622-9711",1976 Morris Kyle Drive
http://www.fillmoreusd.org,fillmoreusd.org,Fillmore Unified School District, (805) 524-6000,PK-12,"Fillmore, CA 93016-0697",627 Sespe Avenue
http://teacherweb.com/ca/fieldbrookschool/districthomepage/sdhp1.aspx,teacherweb.com,Fieldbrook Elementary, (707) 839-3201,K-8,"Mckinleyville, CA 95519-9709",4070 Fieldbrook Road
http://www.gvusd.k12.ca.us,gvusd.k12.ca.us,Golden Valley Unified, (559) 645-7500,K-12,"Madera, CA 93636-8726",37479 Avenue 12
http://www.gpusd.org,gpusd.org,Golden Plains Unified, (559) 693-1115,K-12,"San Joaquin, CA 93660",22000 Nevada Street
http://www.gfusd.org,gfusd.org,Golden Feather Union Elementary, (530) 533-3833,K-12,"Oroville, CA 95965-8033",11679 Nelson Bar Road
http://www.gtusd.org,gtusd.org,Gold Trail Union Elementary, (530) 626-3194,K-8,"Placerville, CA 95667-8929",1575 Old Ranch Road
http://www.gousd.org,gousd.org,Gold Oak Union Elementary, (530) 626-3150,K-8,"Placerville, CA 95667-7836",3171 Pleasant Valley Road
,,Glenn County Rop, (530) 934-6575,9-12,"Willows, CA 95988",451 South Villa Avenue
http://www.glenncoe.org,glenncoe.org,Glenn County Office Of Education, (530) 934-6575,K-12,"Willows, CA 95988-2739",311 South Villa Avenue
http://www.glendora.k12.ca.us,glendora.k12.ca.us,Glendora Unified, (626) 963-1611,PK-12,"Glendora, CA 91741-2964",500 North Loraine Avenue
http://www.gusd.net,gusd.net,Glendale Unified School District, (818) 241-3111,K-12,"Glendale, CA 91206-4334",223 North Jackson Street
http://www.gusd.k12.ca.us,gusd.k12.ca.us,Gilroy Unified, (408) 847-2700,PK-12,"Gilroy, CA 95020-7313",7810 Arroyo Circle
http://www.gusd.com,gusd.com,Geyserville Unified, (707) 857-3592,K-12,"Geyserville, CA 95441-9670",1300 Moody Lane
http://www.gerberschool.org,gerberschool.org,Gerber Union Elementary, (530) 385-1041,K-8,"Gerber, CA 96035-9708",23014 Chard Avenue
http://www.generalshafter.org,generalshafter.org,General Shafter Elementary, (661) 837-1931,K-8,"Bakersfield, CA 93313-9766",1825 Shafter Road
http://www.sisnet.ssku.k12.ca.us/~gazelftp,sisnet.ssku.k12.ca.us,Gazelle Union Elementary, (530) 435-2321,K-8,"Gazelle, CA 96034-0006",25305 Gazelle-Callahan Road
http://www.gateway-schools.org,gateway-schools.org,Gateway Unified, (530) 245-7900,K-12,"Redding, CA 96003-1446",4411 Mountain Lakes Boulevard
http://www.garvey.k12.ca.us,garvey.k12.ca.us,Garvey Elementary, (626) 307-3444,K-8,"Rosemead, CA 91770-3026",2730 North Del Mar Avenue
http://www.humboldt.k12.ca.us/garfield_sd,humboldt.k12.ca.us,Garfield Elementary, (707) 442-5471,K-6,"Eureka, CA 95503-9562",2200 Freshwater Road
http://www.ggusd.us,ggusd.us,Garden Grove Unified School District, (714) 663-6133,PK-12,"Garden Grove, CA 92840-6351",10331 Stanford Avenue
http://www.ghsd.k12.ca.us/district,ghsd.k12.ca.us,Galt Joint Union High, (209) 745-0249,9-12,"Galt, CA 95632-1720",12945 Marengo Road
http://www.galt.k12.ca.us,galt.k12.ca.us,Galt Joint Union Elementary, (209) 744-4545,K-8,"Galt, CA 95632-1733",1018 C Street Suite 210
http://www.fjuhsd.k12.ca.us,fjuhsd.k12.ca.us,Fullerton Joint Union High School District, (714) 870-2800,9-12,"Fullerton, CA 92833-2247",1051 West Bastanchury Road
http://www.fullertonsd.org/,fullertonsd.org,Fullerton Elementary, (714) 447-7400,K-8,"Fullerton, CA 92833-3938",1401 West Valencia Drive
http://www.fruitvale.k12.ca.us/district,fruitvale.k12.ca.us,Fruitvale Elementary, (661) 589-3830,K-8,"Bakersfield, CA 93308-5738",7311 Rosedale Highway
http://www.fresnounified.org,fresnounified.org,Fresno Unified School District, (559) 457-3000,PK-12,"Fresno, CA 93721-2266",2309 Tulare Street
,,Fresno Rop, (559) 497-3860,9-12,"Fresno, CA 93706",11 South Teilman Avenue
http://www.fcoe.org,fcoe.org,Fresno County Office Of Education, (559) 265-3000,K-12,"Fresno, CA 93721-2002",1111 Van Ness Avenue
http://www.ferndalek12.org,ferndalek12.org,Ferndale Unified, (707) 786-5900,K-12,"Ferndale, CA 95536-9416",1231 Main Street
http://www.bcoe.org/home/districts/featherfalls,bcoe.org,Feather Falls Union Elementary, (530) 589-1810,K-12,"Oroville, CA 95966-8887",2651 Lumpkin Road
http://www.farmersville.k12.ca.us,farmersville.k12.ca.us,Farmersville Unified, (559) 592-2010,K-12,"Farmersville, CA 93223-1274",571 East Citrus
http://www.eesd.net,eesd.net,Enterprise Elementary, (530) 224-4100,K-8,"Redding, CA 96002-0749",1155 Mistletoe Lane
http://www.eusd.net/pages/default.aspx,eusd.net,Encinitas Union Elementary School District, (760) 944-4300,PK-6,"Encinitas, CA 92024-4308",101 South Rancho Santa Fe Road
http://www.empire.k12.ca.us,empire.k12.ca.us,Empire Union Elementary, (209) 521-2800,K-8,"Modesto, CA 95357-1329",116 North Mcclure Road
http://hces-ca.schoolloop.com/,hces-ca.schoolloop.com,Happy Camp Union Elementary, (530) 493-2267,K-8,"Happy Camp, CA 96039-0467",114 Park Way
http://www.hjuhsd.k12.ca.us,hjuhsd.k12.ca.us,Hanford Joint Union High, (559) 583-5901,9-12,"Hanford, CA 93230-3067",823 West Lacey Boulevard
http://www.hesd.k12.ca.us/,hesd.k12.ca.us,Hanford Elementary, (559) 585-3600,K-8,"Hanford, CA 93230-4029",714 North White Street
http://www.husdschools.org,husdschools.org,Hamilton Unified, (530) 826-3261,K-12,"Hamilton City, CA 95951",620 Canal Street
http://www.hlpusd.k12.ca.us,hlpusd.k12.ca.us,Hacienda La Puente Unified School District, (626) 933-1000,K-12,"City Of Industry, CA 91745-1604",15959 East Gale Avenue
http://www.gustineusd.org,gustineusd.org,Gustine Unified, (209) 854-3784,K-12,"Gustine, CA 95322-1127",1500 Meredith Avenue
http://www.guernevilleschool.org,guernevilleschool.org,Guerneville Elementary, (707) 887-7762,K-8,"Guerneville, CA 95446-9559",14630 Armstrong Woods Road
http://www.guadusd.org/,guadusd.org,Guadalupe Union Elementary, (805) 343-2114,K-8,"Guadalupe, CA 93434-0788",4465 Ninth Street
http://www.guhsd.net/,guhsd.net,Grossmont Union High School District, (619) 644-8000,K-12,"La Mesa, CA 91944-1043",1100 Murray Drive
http://www.gusd.org,gusd.org,Gridley Unified School District, (530) 846-4721,K-12,"Gridley, CA 95948-2533",429 Magnolia Street
http://grenada.k12.ca.us,grenada.k12.ca.us,Grenada Elementary, (530) 436-2233,K-8,"Grenada, CA 96038-0010",516 Shasta Boulevard
http://www.greenfield.k12.ca.us,greenfield.k12.ca.us,Greenfield Union Elementary, (831) 674-2840,PK-8,"Greenfield, CA 93927-4915",493 El Camino Real
http://www.gfusd.net,gfusd.net,Greenfield Union, (661) 837-6000,K-8,"Bakersfield, CA 93307-5512",1624 Fairview Road
http://www.humboldt.k12.ca.us/greenpoint_sd,humboldt.k12.ca.us,Green Point Elementary, (707) 668-5921,K-8,"Blue Lake, CA 95525-9700",180 Valkensar Lane
http://schools.monterey.k12.ca.us/~graves/,schools.monterey.k12.ca.us,Graves Elementary, (831) 422-6392,K-8,"Salinas, CA 93908-9221",15 Mcfadden Road
http://www.grav.k12.ca.us,grav.k12.ca.us,Gravenstein Union Elementary, (707) 823-7008,K-8,"Sebastopol, CA 95472-5750",3840 Twig Avenue
,,Gratton Elementary, (209) 632-0505,K-8,"Denair, CA 95316-9762",4500 South Gratton Road
http://www.gvsd.us,gvsd.us,Grass Valley Elementary School District, (530) 273-4483,K-8,"Grass Valley, CA 95945-5409",10840 Gilmore Way
,,Imperial Valley Rop, (760) 482-2600,9-12,"El Centro, CA 92243",687 West State Street
http://iusd.imperial.k12.ca.us,iusd.imperial.k12.ca.us,Imperial Unified School District, (760) 355-3200,K-12,"Imperial, CA 92251",219 North E Street
http://www.icoe.org,icoe.org,Imperial County Office Of Education, (760) 312-6164,K-12,"El Centro, CA 92243-9621",1398 Sperber Road
http://igoono.echalk.com,igoono.echalk.com,Igo Ono Platina Union Elementary, (530) 396-2841,K-8,"Igo, CA 96047-0250",6429 Placer Street
http://www.humboldt.k12.ca.us/hydesville_sd,humboldt.k12.ca.us,Hydesville Elementary, (707) 768-3610,K-8,"Hydesville, CA 95547-0551",3050 Johnson Road
http://www.hbuhsd.edu,hbuhsd.edu,Huntington Beach Union High School District, (714) 903-7000,9-12,"Huntington Beach, CA 92649-1115",5832 Bolsa Avenue
http://www.hbcsd.us,hbcsd.us,Huntington Beach City Elementary, (714) 378-2021,K-8,"Huntington Beach, CA 92647-5946",17011 Beach Boulevard Suite 560
,,Humboldt County Rop, (707) 445-7018,10-12,"Eureka, CA 95501",901 Myrtle Avenue
http://www.humboldt.k12.ca.us,humboldt.k12.ca.us,Humboldt County Office Of Education, (707) 445-7000,K-12,"Eureka, CA 95501-1219",901 Myrtle Avenue
http://www.hughson.k12.ca.us,hughson.k12.ca.us,Hughson Unified School District, (209) 883-4428,K-12,"Hughson, CA 95326",6815 Hughson Avenue
http://www.heluesd.org,heluesd.org,Hughes-Elizabeth Lakes Union Elementary, (661) 724-1231,K-8,"Lake Hughes, CA 93532-0600",16633 Elizabeth Lake Road
http://www.huensd.k12.ca.us,huensd.k12.ca.us,Hueneme Elementary, (805) 488-3588,K-8,"Port Hueneme, CA 93041-3065",205 North Ventura Road
http://www.hmesd.org,hmesd.org,Howell Mountain Elementary, (707) 965-2423,K-8,"Angwin, CA 94508-9768",525 White Cottage Road North
http://www.tcoe.net/districts/hotsprings.shtm,tcoe.net,Hot Springs Elementary, (661) 548-6544,K-8,"California Hot Springs, CA 93207-2997",40505 Hot Springs Drive
http://www.hornbrookschool.org,hornbrookschool.org,Hornbrook Elementary, (530) 475-3598,K-8,"Hornbrook, CA 96044-0169",15430 Oregon Road
http://horiconesd.org/,horiconesd.org,Horicon Elementary, (707) 886-5322,K-8,"Annapolis, CA 95412-9713",35555 Annapolis Road
http://www.hopesdk6.org,hopesdk6.org,Hope Elementary, (805) 682-2564,K-6,"Santa Barbara, CA 93110-1563","3970 La Colina Road, Suite 14"
http://www.holtville.k12.ca.us,holtville.k12.ca.us,Holtville Unified, (760) 356-2974,K-12,"Holtville, CA 92250-1450",621 East Sixth Street
http://www.hesd.org,hesd.org,Hollister, (831) 630-6300,K-8,"Hollister, CA 95023-9687",2690 Cienega Road
http://www.hilmar.k12.ca.us,hilmar.k12.ca.us,Hilmar Unified, (209) 667-5701,K-12,"Hilmar, CA 95324-9398",7807 North Lander Avenue
http://www.jeffersonschooldistrict.com,jeffersonschooldistrict.com,Jefferson Elementary School District, (209) 836-3388,K-8,"Tracy, CA 95377-8269",1219 Whispering Wind Drive
http://www.sbcoe.k12.ca.us/districts/jefferson.html,sbcoe.k12.ca.us,Jefferson Elementary, (831) 389-4593,K-8,"Paicines, CA 95043-9713",221 Old Hernandez Road
http://www.janesvilleschool.org,janesvilleschool.org,Janesville Union Elementary, (530) 253-3660,K-8,"Janesville, CA 96114-0280",464-555 Main Street
http://www.jdusd.net,jdusd.net,Jamul-Dulzura Union Elementary, (619) 669-7700,K-12,"Jamul, CA 91935-3324",14581 Lyons Valley Road
http://www.jamestown.k12.ca.us,jamestown.k12.ca.us,Jamestown Elementary School District, (209) 984-4058,K-12,"Jamestown, CA 95327-9671",18299 Fifth Avenue
http://internet.humboldt.k12.ca.us/jacobycreekschool,internet.humboldt.k12.ca.us,Jacoby Creek Elementary, (707) 822-4896,K-8,"Bayside, CA 95524-9301",1617 Old Arcata Road
http://www.islandcardinals.com,islandcardinals.com,Island Union Elementary, (559) 924-6424,K-8,"Lemoore, CA 93245-9673",7799 21st Avenue
http://www.iusd.org,iusd.org,Irvine Unified School District, (949) 936-5000,PK-12,"Irvine, CA 92604-4652",5050 Barranca Parkway
http://www.inyo.k12.ca.us,inyo.k12.ca.us,Inyo County Rop, (760) 873-3262,9-12,"Bishop, CA 93514",166 Grandview Road
http://www.inyo.k12.ca.us,inyo.k12.ca.us,Inyo County Office Of Education, (760) 878-2426,K-12,"Independence, CA 93526-0607",555 South Clay Street
http://www.iusd.net,iusd.net,Inglewood Unified School District, (310) 419-2700,K-12,"Inglewood, CA 90301-2501",401 South Inglewood Avenue
http://www.indianspringsesd.org,indianspringsesd.org,Indian Springs Elementary, (530) 337-6219,K-8,"Big Bend, CA 96011-0070",25299 Big Bend Road
http://www.indiandiggingsschool.com,indiandiggingsschool.com,Indian Diggings Elementary, (530) 620-6546,K-8,"Somerset, CA 95684-9209",6020 Omo Ranch Road
http://www.hcsd.k12.ca.us,hcsd.k12.ca.us,Hillsborough City Elementary, (650) 342-5193,K-8,"Hillsborough, CA 94010-6818",300 El Cerrito Avenue
http://www.hickmanschools.org,hickmanschools.org,Hickman Community Charter, (209) 874-1816,K-8,"Hickman, CA 95323-9634",13306 Fourth Street
http://www.hesperia.org,hesperia.org,Hesperia Unified School District, (760) 244-4411,PK-12,"Hesperia, CA 92345-3482",15576 Main Street
http://www.hbcsd.org,hbcsd.org,Hermosa Beach City Elementary, (310) 937-5877,K-8,"Hermosa Beach, CA 90254-2921",425 Valley Drive
http://www.hemetusd.org,hemetusd.org,Hemet Unified, (951) 765-5100,K-12,"Hemet, CA 92545-3797",1791 West Acacia Avenue
http://www.helendalesd.org,helendalesd.org,Helendale Elementary, (760) 952-1180,K-12,"Helendale, CA 92342-0249",15350 Riverview Road
http://hesdk8.org,hesdk8.org,Heber Elementary School District, (760) 337-6530,PK-8,"Heber, CA 92249-9759",1052 Heber Avenue
